accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
924312945848402	0.9904022	5.696289	8.426147
924312954240736	1.0210724	5.6823883	8.617645
924312962633070	0.86672974	5.670349	8.578476
924312971025404	0.6813202	5.633255	8.295212
924312979417738	0.4745636	5.5934753	7.8180847
924312987810072	0.36434937	5.598572	7.2236786
924312996202406	0.29833984	5.5917816	6.575241
924313004594740	0.32803345	5.6250305	5.953949
924313012987074	0.44818115	5.7137146	5.4140625
924313021379408	0.56925964	5.8131866	4.986435
924313029771742	0.5074463	5.8371124	4.813965
924313038164076	0.58158875	5.7758026	5.14946
924313046556410	0.7410736	5.618088	5.7308655
924313054948744	0.9861603	5.457779	6.5252075
924313063341078	1.3236847	5.3823853	7.464279
924313071733412	1.7366486	5.4310303	8.400055
924313080125746	1.9953003	5.560837	8.99762
924313088518080	2.0879364	5.6705933	9.171417
924313096910414	2.0787354	5.743973	8.93277
924313105302748	1.9263153	5.822052	8.510696
924313113695082	1.6380615	5.9135437	8.018234
924313122087416	1.3053131	5.9765015	7.4157104
924313130479750	1.095581	5.953644	6.984314
924313138872084	0.9282837	5.92984	6.7254944
924313147264418	0.93896484	5.9140472	6.562744
924313155656752	1.0649109	5.9202423	6.522583
924313164049086	1.221878	5.9370117	6.5939026
924313172441420	1.3548584	5.9306335	6.7099457
924313180833754	1.3837738	5.9316254	6.873459
924313189226088	1.4039459	5.8892517	7.2395325
924313197618422	1.429596	5.837677	7.7565155
924313206010756	1.4317322	5.795166	8.291016
924313214403090	1.4469604	5.7589874	8.754791
924313222795424	1.5763702	5.7099915	9.126999
924313231187758	1.6661072	5.6850586	9.094116
924313239580091	1.6300049	5.712677	8.921936
924313247972425	1.5168304	5.751831	8.647873
924313256364759	1.3463898	5.748352	8.303162
924313264757093	1.1532135	5.6764374	7.9094696
924313273149427	0.9949341	5.560974	7.48703
924313281541761	0.90701294	5.545166	7.2696686
924313289934095	0.93110657	5.6033173	7.232025
924313298326429	0.99154663	5.599228	7.2858887
924313306718763	1.0549622	5.5373993	7.421631
924313315111097	1.1021729	5.4579163	7.657608
924313323503431	1.1298676	5.3888397	8.018188
924313331895765	1.2636414	5.299652	8.333328
924313340288099	1.4162292	5.2781525	8.640045
924313348680433	1.591095	5.2998047	8.862839
924313357072767	1.7863007	5.3264465	8.985489
924313365465101	1.9848785	5.351822	9.0121765
924313373857435	2.1535034	5.421921	8.944382
924313382249769	2.2776031	5.5125427	8.675476
924313390642103	2.3120575	5.543991	8.283966
924313399034437	2.296814	5.5462494	7.8784027
924313407426771	2.258255	5.5465546	7.5
924313415819105	2.211319	5.5496826	7.1553345
924313424211439	2.154419	5.5299377	6.8336334
924313432603773	1.9689789	5.5369263	6.7548676
924313440996107	1.9517517	5.510391	6.8386536
924313449388441	1.9335632	5.455307	6.973068
924313457780775	1.915802	5.3953094	7.1498566
924313466173109	1.9176178	5.3518677	7.377121
924313474565443	1.9028931	5.33313	7.6313477
924313482957777	1.8706818	5.296036	7.88031
924313491350111	1.8705292	5.273834	8.077652
924313499742445	1.870697	5.247772	8.237564
924313508134779	1.8890381	5.228897	8.403107
924313516527113	1.930603	5.222763	8.58493
924313524919447	1.9513245	5.21402	8.727173
924313533311781	1.8625946	5.3157196	8.792969
924313541704115	1.7389832	5.331543	8.753265
924313550096449	1.6568756	5.3293457	8.491623
924313558488783	1.610199	5.337082	8.042664
924313566881117	1.5505676	5.3623962	7.545883
924313575273451	1.4269409	5.3936157	7.175705
924313583665785	1.303299	5.401581	7.062042
924313592058119	1.2587738	5.3884125	7.2112885
924313600450453	1.2902527	5.3710175	7.5249176
924313608842787	1.3769073	5.3627625	7.8830566
924313617235121	1.5627441	5.324402	8.321182
924313625627455	2.024643	5.1431274	9.1805725
924313634019789	2.523529	5.2641907	10.232056
924313642412123	1.7649078	5.7667847	9.611618
924313650804457	1.4932709	5.7760925	8.729385
924313659196791	1.828598	5.401703	8.212173
924313667589125	2.0854645	5.1751556	8.040909
924313675981459	1.8581543	5.334381	7.881958
924313684373793	1.5639343	5.4735413	7.761673
924313692766127	1.4554138	5.495117	7.703415
924313701158461	1.4642944	5.4108887	7.6371
924313709550795	1.4588928	5.308075	7.647873
924313717943129	1.3443451	5.2658234	7.797638
924313726335463	1.1885071	5.2447357	7.9597015
924313734727797	1.0948029	5.1669617	8.135178
924313743120131	1.0928192	5.139969	8.031189
924313751512465	1.1717529	5.16687	7.9413147
924313759904799	1.3008118	5.182373	8.0338745
924313768297133	1.4108429	5.137924	8.312698
924313776689466	1.3958893	5.140915	8.511093
924313785081800	1.5325775	5.100189	8.613647
924313793474134	1.6578522	5.066971	8.693283
924313801866468	1.618576	5.095886	8.584381
924313810258802	1.4606628	5.1392517	8.306122
924313818651136	1.3027802	5.131485	8.02742
924313827043470	1.1143341	5.1384735	7.9775543
924313835435804	0.84077454	5.1423798	7.9076996
924313843828138	0.7680969	5.070801	7.782852
924313852220472	0.7522278	5.0273285	7.6540527
924313860612806	0.74472046	5.048523	7.648758
924313869005140	0.7949066	5.099182	7.802826
924313877397474	1.0036469	5.1131134	7.851532
924313885789808	1.2046051	5.1173096	7.81662
924313894182142	1.2597046	5.1885223	7.814377
924313902574476	1.3118134	5.2327423	7.3708954
924313910966810	1.4220123	5.2883606	6.9091187
924313919359144	1.5903931	5.3968353	7.1817627
924313927751478	1.8047485	5.3051147	7.7789917
924313936143812	1.7530823	5.219452	8.108078
924313944536146	1.5781555	5.1890717	8.233734
924313952928480	1.4588165	5.133255	8.32608
924313961320814	1.4360504	5.0510254	8.5195465
924313969713148	1.4516144	4.98468	8.853531
924313978105482	1.4635468	4.9071503	9.113968
924313986497816	1.4799194	4.9460907	9.165497
924313994890150	1.4635315	5.0114746	9.124161
924314003282484	1.4614105	5.1200104	9.021637
924314011674818	1.5249634	5.2638855	8.682266
924314020067152	1.6560669	5.392853	7.8797455
924314028459486	1.7148895	5.3659363	6.639435
924314036851820	1.3063202	5.3345337	6.7700043
924314045244154	1.1614227	5.3067627	7.610855
924314053636488	1.2568665	5.24057	8.494675
924314062028822	1.416565	5.154007	8.941391
924314070421156	1.4194183	5.109207	8.815674
924314078813490	1.2230225	5.130142	8.326141
924314087205824	1.0393372	5.168808	7.902603
924314095598158	1.030365	5.1698456	7.6861115
924314103990492	1.055542	5.156021	7.683487
924314112382826	1.0372925	5.1438293	7.835724
924314120775160	0.97872925	5.133713	7.9653015
924314129167494	0.90893555	5.0968323	7.6472626
924314137559828	1.0177155	5.2451324	5.9502716
924314145952162	1.3888397	5.320221	6.5253906
924314154344496	1.7926483	5.237274	8.263535
924314162736830	2.0144958	5.073929	9.814636
924314171129164	1.9557648	5.023346	10.332428
924314179521498	1.7623596	5.0981293	9.487976
924314187913832	1.5569763	5.1200256	8.9244995
924314196306166	1.5424042	5.15654	8.889648
924314204698500	1.6592865	5.248047	9.025192
924314213090834	1.7857513	5.3552856	8.921234
924314221483168	1.7918854	5.383194	8.326553
924314229875502	1.5904846	5.3991547	7.4472046
924314238267836	1.2207336	5.637146	6.9481964
924314246660170	1.3620911	5.672653	6.607727
924314255052504	1.6302185	5.586441	6.422638
924314263444838	1.7491302	5.5178223	6.458847
924314271837172	1.6960449	5.5618286	6.785553
924314280229506	1.4455414	5.650284	7.3203125
924314288621840	1.0936737	5.610428	7.775635
924314297014174	1.2348175	5.3798676	8.29686
924314305406508	1.4400635	5.1861725	8.724121
924314313798841	1.4199066	5.176544	8.915054
924314322191175	1.2530518	5.3154755	8.838303
924314330583509	1.1949768	5.3307495	8.61116
924314338975843	1.1078644	5.331482	8.234543
924314347368177	1.0152283	5.357025	8.084732
924314355760511	0.91192627	5.3694916	8.109665
924314364152845	0.8632965	5.340622	8.183258
924314372545179	0.9938965	5.2886353	8.203522
924314380937513	1.033493	5.355652	7.8806
924314389329847	1.2468872	5.30394	7.598877
924314397722181	1.3839111	5.301834	7.3029327
924314406114515	1.4624786	5.2719727	7.163269
924314414506849	1.4170685	5.2185974	7.242157
924314422899183	1.0781708	5.299103	7.3877563
924314431291517	0.78804016	5.427719	7.755661
924314439683851	0.8401489	5.384384	8.372589
924314448076185	1.0785675	5.200699	8.856583
924314456468519	1.2897186	4.999817	9.05983
924314464860853	1.3018646	4.9147644	8.9605255
924314473253187	1.0924835	5.015274	8.699112
924314481645521	0.9095764	5.1534424	8.327347
924314490037855	0.88072205	5.199234	8.086075
924314498430189	0.9396515	5.198059	7.934555
924314506822523	1.0323944	5.1790314	7.8622894
924314515214857	1.1093445	5.173889	7.8227997
924314523607191	1.1422577	5.2096405	7.7297516
924314531999525	1.09729	5.2770844	7.60408
924314540391859	1.0069122	5.282654	7.5231323
924314548784193	0.916626	5.2757263	7.485611
924314557176527	0.81411743	5.2574005	7.5009003
924314565568861	0.69563293	5.2300873	7.576172
924314573961195	0.59124756	5.2136383	7.7102356
924314582353529	0.5638275	5.2014465	7.875763
924314590745863	0.5274811	5.1919556	8.080505
924314599138197	0.50572205	5.1855774	8.238922
924314607530531	0.5227051	5.1634674	8.339386
924314615922865	0.56762695	5.1289825	8.411285
924314624315199	0.5770569	5.1260986	8.504883
924314632707533	0.47634888	5.17395	8.5407715
924314641099867	0.42851257	5.1690826	8.540665
924314649492201	0.45462036	5.1200104	8.528656
924314657884535	0.53889465	5.0931854	8.46022
924314666276869	0.6365051	5.1250916	8.3276825
924314674669203	0.6842041	5.170456	8.214584
924314683061537	0.7054596	5.2453613	8.056656
924314691453871	0.66859436	5.3036346	7.942032
924314699846205	0.6060791	5.2914734	7.887207
924314708238539	0.5129242	5.2223206	7.881836
924314716630873	0.3762207	5.11969	7.902237
924314725023207	0.19464111	4.983017	7.9207764
924314733415541	-0.06047058	4.8443146	7.8833313
924314741807875	-0.28631592	4.7734222	7.821869
924314750200209	-0.48620605	4.726288	7.801285
924314758592543	-0.575531	4.7084656	7.820816
924314766984877	-0.4905243	4.7246094	7.8767242
924314775377211	-0.2775421	4.7414856	8.007889
924314783769545	-0.13098145	4.756439	8.315979
924314792161879	0.016830444	4.725418	8.7417755
924314800554213	0.2602539	4.6587677	9.222519
924314808946547	0.4726715	4.603653	9.6953125
924314817338881	0.5051727	4.597458	10.096039
924314825731215	0.36117554	4.6252594	10.359863
